,Individual,Site,Date_Collected,Date_Processed,Algal_#,Algae_wt_(g),Eyespot,OMU_size,Magnification,Scope,Initials,Size,Julian_Day
6222,SH_5July12_81,SH,5-Jul-12,19-Feb-14,2,,0.0,21.0,3.0,H,GP,0.69993,187
6223,SH_5July12_64,SH,5-Jul-12,19-Feb-14,2,,1.0,12.0,1.5,H,GP,0.72,187
6224,SH_5July12_24,SH,5-Jul-12,19-Feb-14,2,,1.0,22.0,3.0,H,GP,0.73326,187
6225,SH_5July12_57,SH,5-Jul-12,19-Feb-14,2,,0.0,22.0,3.0,H,GP,0.73326,187
6226,SH_5July12_71,SH,5-Jul-12,19-Feb-14,2,,1.0,22.0,3.0,H,GP,0.73326,187
6227,SH_5July12_35,SH,5-Jul-12,19-Feb-14,2,,1.0,23.0,3.0,H,GP,0.76659,187
6228,SH_5July12_76,SH,5-Jul-12,19-Feb-14,2,,0.0,23.0,3.0,H,GP,0.76659,187
6229,SH_5July12_29,SH,5-Jul-12,19-Feb-14,2,,1.0,24.0,3.0,H,GP,0.79992,187
6230,SH_5July12_41,SH,5-Jul-12,19-Feb-14,2,,0.0,24.0,3.0,H,GP,0.79992,187
6231,SH_5July12_59,SH,5-Jul-12,19-Feb-14,2,,1.0,24.0,3.0,H,GP,0.79992,187
6232,SH_5July12_27,SH,5-Jul-12,19-Feb-14,2,,1.0,25.0,3.0,H,GP,0.83325,187
6233,SH_5July12_33,SH,5-Jul-12,19-Feb-14,2,,1.0,25.0,3.0,H,GP,0.83325,187
6234,SH_5July12_40,SH,5-Jul-12,19-Feb-14,2,,0.0,25.0,3.0,H,GP,0.83325,187
6235,SH_5July12_52,SH,5-Jul-12,19-Feb-14,2,,1.0,25.0,3.0,H,GP,0.83325,187
6236,SH_5July12_65,SH,5-Jul-12,19-Feb-14,2,,0.0,14.0,1.5,H,GP,0.84,187
6237,SH_5July12_51,SH,5-Jul-12,19-Feb-14,2,,1.0,27.0,3.0,H,GP,0.89991,187
6238,SH_5July12_68,SH,5-Jul-12,19-Feb-14,2,,1.0,27.0,3.0,H,GP,0.89991,187
6239,SH_5July12_63,SH,5-Jul-12,19-Feb-14,2,,1.0,15.0,1.5,H,GP,0.9,187
6240,SH_5July12_34,SH,5-Jul-12,19-Feb-14,2,,0.0,28.0,3.0,H,GP,0.93324,187
6241,SH_5July12_39,SH,5-Jul-12,19-Feb-14,2,,0.0,28.0,3.0,H,GP,0.93324,187
6242,SH_5July12_42,SH,5-Jul-12,19-Feb-14,2,,1.0,28.0,3.0,H,GP,0.93324,187
6243,SH_5July12_44,SH,5-Jul-12,19-Feb-14,2,,0.0,28.0,3.0,H,GP,0.93324,187
6244,SH_5July12_48,SH,5-Jul-12,19-Feb-14,2,,0.0,28.0,3.0,H,GP,0.93324,187
6245,SH_5July12_50,SH,5-Jul-12,19-Feb-14,2,,0.0,28.0,3.0,H,GP,0.93324,187
6246,SH_5July12_54,SH,5-Jul-12,19-Feb-14,2,,0.0,28.0,3.0,H,GP,0.93324,187
6247,SH_5July12_74,SH,5-Jul-12,19-Feb-14,2,,1.0,28.0,3.0,H,GP,0.93324,187
6248,SH_5July12_38,SH,5-Jul-12,19-Feb-14,2,,1.0,29.0,3.0,H,GP,0.96657,187
6249,SH_5July12_49,SH,5-Jul-12,19-Feb-14,2,,0.0,29.0,3.0,H,GP,0.96657,187
6250,SH_5July12_53,SH,5-Jul-12,19-Feb-14,2,,0.0,29.0,3.0,H,GP,0.96657,187
6251,SH_5July12_43,SH,5-Jul-12,19-Feb-14,2,,1.0,30.0,3.0,H,GP,0.9999,187
6252,SH_5July12_56,SH,5-Jul-12,19-Feb-14,2,,1.0,30.0,3.0,H,GP,0.9999,187
6253,SH_5July12_69,SH,5-Jul-12,19-Feb-14,2,,0.0,32.0,3.0,H,GP,1.06656,187
6254,SH_5July12_70,SH,5-Jul-12,19-Feb-14,2,,0.0,33.0,3.0,H,GP,1.09989,187
6255,SH_5July12_72,SH,5-Jul-12,19-Feb-14,2,,0.0,34.0,3.0,H,GP,1.1332200000000001,187
6256,SH_5July12_46,SH,5-Jul-12,19-Feb-14,2,,0.0,35.0,3.0,H,GP,1.16655,187
6257,SH_5July12_26,SH,5-Jul-12,19-Feb-14,2,,0.0,36.0,3.0,H,GP,1.1998799999999998,187
6258,SH_5July12_55,SH,5-Jul-12,19-Feb-14,2,,0.0,36.0,3.0,H,GP,1.1998799999999998,187
6259,SH_5July12_32,SH,5-Jul-12,19-Feb-14,2,,0.0,37.0,3.0,H,GP,1.2332100000000001,187
6260,SH_5July12_61,SH,5-Jul-12,19-Feb-14,2,,0.0,21.0,1.5,H,GP,1.26,187
6261,SH_5July12_23,SH,5-Jul-12,19-Feb-14,2,,0.0,38.0,3.0,H,GP,1.26654,187
6262,SH_5July12_25,SH,5-Jul-12,19-Feb-14,2,,0.0,38.0,3.0,H,GP,1.26654,187
6263,SH_5July12_31,SH,5-Jul-12,19-Feb-14,2,,0.0,38.0,3.0,H,GP,1.26654,187
6264,SH_5July12_36,SH,5-Jul-12,19-Feb-14,2,,0.0,38.0,3.0,H,GP,1.26654,187
6265,SH_5July12_47,SH,5-Jul-12,19-Feb-14,2,,1.0,38.0,3.0,H,GP,1.26654,187
6266,SH_5July12_62,SH,5-Jul-12,19-Feb-14,2,,1.0,22.0,1.5,H,GP,1.32,187
6267,SH_5July12_66,SH,5-Jul-12,19-Feb-14,2,,0.0,22.0,1.5,H,GP,1.32,187
6268,SH_5July12_22,SH,5-Jul-12,19-Feb-14,2,,0.0,40.0,3.0,H,GP,1.3332,187
6269,SH_5July12_58,SH,5-Jul-12,19-Feb-14,2,,0.0,40.0,3.0,H,GP,1.3332,187
6270,SH_5July12_67,SH,5-Jul-12,19-Feb-14,2,,0.0,42.0,3.0,H,GP,1.39986,187
6271,SH_5July12_73,SH,5-Jul-12,19-Feb-14,2,,0.0,45.0,3.0,H,GP,1.49985,187
6272,SH_5July12_37,SH,5-Jul-12,19-Feb-14,2,,0.0,46.0,3.0,H,GP,1.53318,187
6273,SH_5July12_75,SH,5-Jul-12,19-Feb-14,2,,0.0,55.0,3.0,H,GP,1.83315,187
6274,SH_5July12_60,SH,5-Jul-12,19-Feb-14,2,,0.0,31.0,1.5,H,GP,1.86,187
6275,SH_5July12_137,SH,5-Jul-12,19-Feb-14,3,,0.0,14.0,3.0,H,GP,0.46662,187
6276,SH_5July12_105,SH,5-Jul-12,19-Feb-14,3,,1.0,18.0,3.0,H,GP,0.5999399999999999,187
6277,SH_5July12_169,SH,5-Jul-12,24-Feb-14,3,,0.0,19.0,3.0,H,GP,0.63327,187
6278,SH_5July12_111,SH,5-Jul-12,19-Feb-14,3,,0.0,20.0,3.0,H,GP,0.6666,187
6279,SH_5July12_104,SH,5-Jul-12,19-Feb-14,3,,0.0,21.0,3.0,H,GP,0.69993,187
6280,SH_5July12_110,SH,5-Jul-12,19-Feb-14,3,,0.0,21.0,3.0,H,GP,0.69993,187
6281,SH_5July12_102,SH,5-Jul-12,19-Feb-14,3,,0.0,22.0,3.0,H,GP,0.73326,187
6282,SH_5July12_115,SH,5-Jul-12,19-Feb-14,3,,0.0,22.0,3.0,H,GP,0.73326,187
6283,SH_5July12_166,SH,5-Jul-12,24-Feb-14,3,,0.0,22.0,3.0,H,GP,0.73326,187
6284,SH_5July12_190,SH,5-Jul-12,24-Feb-14,3,,0.0,22.0,3.0,H,GP,0.73326,187
6285,SH_5July12_131,SH,5-Jul-12,19-Feb-14,3,,0.0,24.0,3.0,H,GP,0.79992,187
6286,SH_5July12_136,SH,5-Jul-12,19-Feb-14,3,,0.0,24.0,3.0,H,GP,0.79992,187
6287,SH_5July12_168,SH,5-Jul-12,24-Feb-14,3,,0.0,24.0,3.0,H,GP,0.79992,187
6288,SH_5July12_89,SH,5-Jul-12,19-Feb-14,3,,0.0,25.0,3.0,H,GP,0.83325,187
6289,SH_5July12_107,SH,5-Jul-12,19-Feb-14,3,,0.0,25.0,3.0,H,GP,0.83325,187
6290,SH_5July12_150,SH,5-Jul-12,24-Feb-14,3,,0.0,25.0,3.0,H,GP,0.83325,187
6291,SH_5July12_162,SH,5-Jul-12,24-Feb-14,3,,0.0,25.0,3.0,H,GP,0.83325,187
6292,SH_5July12_164,SH,5-Jul-12,24-Feb-14,3,,0.0,25.0,3.0,H,GP,0.83325,187
6293,SH_5July12_117,SH,5-Jul-12,19-Feb-14,3,,0.0,26.0,3.0,H,GP,0.8665799999999999,187
6294,SH_5July12_129,SH,5-Jul-12,19-Feb-14,3,,0.0,26.0,3.0,H,GP,0.8665799999999999,187
6295,SH_5July12_132,SH,5-Jul-12,19-Feb-14,3,,0.0,26.0,3.0,H,GP,0.8665799999999999,187
6296,SH_5July12_135,SH,5-Jul-12,19-Feb-14,3,,0.0,26.0,3.0,H,GP,0.8665799999999999,187
6297,SH_5July12_163,SH,5-Jul-12,24-Feb-14,3,,0.0,26.0,3.0,H,GP,0.8665799999999999,187
6298,SH_5July12_189,SH,5-Jul-12,24-Feb-14,3,,0.0,26.0,3.0,H,GP,0.8665799999999999,187
6299,SH_5July12_198,SH,5-Jul-12,24-Feb-14,3,,0.0,26.0,3.0,H,GP,0.8665799999999999,187
6300,SH_5July12_109,SH,5-Jul-12,19-Feb-14,3,,0.0,27.0,3.0,H,GP,0.89991,187
6301,SH_5July12_179,SH,5-Jul-12,24-Feb-14,3,,0.0,27.0,3.0,H,GP,0.89991,187
6302,SH_5July12_197,SH,5-Jul-12,24-Feb-14,3,,0.0,27.0,3.0,H,GP,0.89991,187
6303,SH_5July12_91,SH,5-Jul-12,19-Feb-14,3,,0.0,28.0,3.0,H,GP,0.93324,187
6304,SH_5July12_95,SH,5-Jul-12,19-Feb-14,3,,0.0,28.0,3.0,H,GP,0.93324,187
6305,SH_5July12_97,SH,5-Jul-12,19-Feb-14,3,,0.0,28.0,3.0,H,GP,0.93324,187
6306,SH_5July12_106,SH,5-Jul-12,19-Feb-14,3,,0.0,28.0,3.0,H,GP,0.93324,187
6307,SH_5July12_155,SH,5-Jul-12,24-Feb-14,3,,0.0,28.0,3.0,H,GP,0.93324,187
6308,SH_5July12_170,SH,5-Jul-12,24-Feb-14,3,,0.0,28.0,3.0,H,GP,0.93324,187
6309,SH_5July12_188,SH,5-Jul-12,24-Feb-14,3,,0.0,28.0,3.0,H,GP,0.93324,187
6310,SH_5July12_203,SH,5-Jul-12,24-Feb-14,3,,0.0,28.0,3.0,H,GP,0.93324,187
6311,SH_5July12_100,SH,5-Jul-12,19-Feb-14,3,,0.0,29.0,3.0,H,GP,0.96657,187
6312,SH_5July12_119,SH,5-Jul-12,19-Feb-14,3,,0.0,29.0,3.0,H,GP,0.96657,187
6313,SH_5July12_125,SH,5-Jul-12,19-Feb-14,3,,0.0,29.0,3.0,H,GP,0.96657,187
6314,SH_5July12_167,SH,5-Jul-12,24-Feb-14,3,,0.0,29.0,3.0,H,GP,0.96657,187
6315,SH_5July12_176,SH,5-Jul-12,24-Feb-14,3,,0.0,29.0,3.0,H,GP,0.96657,187
6316,SH_5July12_183,SH,5-Jul-12,24-Feb-14,3,,1.0,29.0,3.0,H,GP,0.96657,187
6317,SH_5July12_186,SH,5-Jul-12,24-Feb-14,3,,0.0,29.0,3.0,H,GP,0.96657,187
6318,SH_5July12_200,SH,5-Jul-12,24-Feb-14,3,,0.0,29.0,3.0,H,GP,0.96657,187
6319,SH_5July12_202,SH,5-Jul-12,24-Feb-14,3,,0.0,29.0,3.0,H,GP,0.96657,187
6320,SH_5July12_90,SH,5-Jul-12,19-Feb-14,3,,0.0,30.0,3.0,H,GP,0.9999,187
6321,SH_5July12_92,SH,5-Jul-12,19-Feb-14,3,,0.0,30.0,3.0,H,GP,0.9999,187
6322,SH_5July12_101,SH,5-Jul-12,19-Feb-14,3,,0.0,30.0,3.0,H,GP,0.9999,187
6323,SH_5July12_121,SH,5-Jul-12,19-Feb-14,3,,0.0,30.0,3.0,H,GP,0.9999,187
6324,SH_5July12_146,SH,5-Jul-12,24-Feb-14,3,,0.0,30.0,3.0,H,GP,0.9999,187
6325,SH_5July12_165,SH,5-Jul-12,24-Feb-14,3,,1.0,30.0,3.0,H,GP,0.9999,187
6326,SH_5July12_181,SH,5-Jul-12,24-Feb-14,3,,0.0,30.0,3.0,H,GP,0.9999,187
6327,SH_5July12_187,SH,5-Jul-12,24-Feb-14,3,,1.0,30.0,3.0,H,GP,0.9999,187
6328,SH_5July12_191,SH,5-Jul-12,24-Feb-14,3,,0.0,30.0,3.0,H,GP,0.9999,187
6329,SH_5July12_199,SH,5-Jul-12,24-Feb-14,3,,0.0,30.0,3.0,H,GP,0.9999,187
6330,SH_5July12_96,SH,5-Jul-12,19-Feb-14,3,,0.0,31.0,3.0,H,GP,1.0332299999999999,187
6331,SH_5July12_99,SH,5-Jul-12,19-Feb-14,3,,0.0,31.0,3.0,H,GP,1.0332299999999999,187
6332,SH_5July12_108,SH,5-Jul-12,19-Feb-14,3,,0.0,31.0,3.0,H,GP,1.0332299999999999,187
6333,SH_5July12_122,SH,5-Jul-12,19-Feb-14,3,,0.0,31.0,3.0,H,GP,1.0332299999999999,187
6334,SH_5July12_128,SH,5-Jul-12,19-Feb-14,3,,1.0,31.0,3.0,H,GP,1.0332299999999999,187
6335,SH_5July12_171,SH,5-Jul-12,24-Feb-14,3,,0.0,31.0,3.0,H,GP,1.0332299999999999,187
6336,SH_5July12_173,SH,5-Jul-12,24-Feb-14,3,,0.0,31.0,3.0,H,GP,1.0332299999999999,187
6337,SH_5July12_185,SH,5-Jul-12,24-Feb-14,3,,0.0,31.0,3.0,H,GP,1.0332299999999999,187
6338,SH_5July12_196,SH,5-Jul-12,24-Feb-14,3,,0.0,31.0,3.0,H,GP,1.0332299999999999,187
6339,SH_5July12_126,SH,5-Jul-12,19-Feb-14,3,,0.0,32.0,3.0,H,GP,1.06656,187
6340,SH_5July12_161,SH,5-Jul-12,24-Feb-14,3,,0.0,32.0,3.0,H,GP,1.06656,187
6341,SH_5July12_178,SH,5-Jul-12,24-Feb-14,3,,0.0,32.0,3.0,H,GP,1.06656,187
6342,SH_5July12_192,SH,5-Jul-12,24-Feb-14,3,,1.0,32.0,3.0,H,GP,1.06656,187
6343,SH_5July12_195,SH,5-Jul-12,24-Feb-14,3,,0.0,32.0,3.0,H,GP,1.06656,187
6344,SH_5July12_93,SH,5-Jul-12,19-Feb-14,3,,0.0,33.0,3.0,H,GP,1.09989,187
6345,SH_5July12_98,SH,5-Jul-12,19-Feb-14,3,,0.0,33.0,3.0,H,GP,1.09989,187
6346,SH_5July12_113,SH,5-Jul-12,19-Feb-14,3,,0.0,33.0,3.0,H,GP,1.09989,187
6347,SH_5July12_116,SH,5-Jul-12,19-Feb-14,3,,1.0,33.0,3.0,H,GP,1.09989,187
6348,SH_5July12_127,SH,5-Jul-12,19-Feb-14,3,,1.0,33.0,3.0,H,GP,1.09989,187
6349,SH_5July12_143,SH,5-Jul-12,24-Feb-14,3,,0.0,33.0,3.0,H,GP,1.09989,187
6350,SH_5July12_145,SH,5-Jul-12,24-Feb-14,3,,0.0,33.0,3.0,H,GP,1.09989,187
6351,SH_5July12_157,SH,5-Jul-12,24-Feb-14,3,,0.0,33.0,3.0,H,GP,1.09989,187
6352,SH_5July12_172,SH,5-Jul-12,24-Feb-14,3,,0.0,33.0,3.0,H,GP,1.09989,187
6353,SH_5July12_184,SH,5-Jul-12,24-Feb-14,3,,0.0,33.0,3.0,H,GP,1.09989,187
6354,SH_5July12_94,SH,5-Jul-12,19-Feb-14,3,,0.0,34.0,3.0,H,GP,1.1332200000000001,187
6355,SH_5July12_124,SH,5-Jul-12,19-Feb-14,3,,0.0,34.0,3.0,H,GP,1.1332200000000001,187
6356,SH_5July12_133,SH,5-Jul-12,19-Feb-14,3,,0.0,34.0,3.0,H,GP,1.1332200000000001,187
6357,SH_5July12_151,SH,5-Jul-12,24-Feb-14,3,,0.0,34.0,3.0,H,GP,1.1332200000000001,187
6358,SH_5July12_154,SH,5-Jul-12,24-Feb-14,3,,0.0,34.0,3.0,H,GP,1.1332200000000001,187
6359,SH_5July12_82,SH,5-Jul-12,19-Feb-14,3,,0.0,35.0,3.0,H,GP,1.16655,187
6360,SH_5July12_84,SH,5-Jul-12,19-Feb-14,3,,0.0,36.0,3.0,H,GP,1.1998799999999998,187
6361,SH_5July12_112,SH,5-Jul-12,19-Feb-14,3,,0.0,36.0,3.0,H,GP,1.1998799999999998,187
6362,SH_5July12_130,SH,5-Jul-12,19-Feb-14,3,,0.0,36.0,3.0,H,GP,1.1998799999999998,187
6363,SH_5July12_147,SH,5-Jul-12,24-Feb-14,3,,0.0,36.0,3.0,H,GP,1.1998799999999998,187
6364,SH_5July12_156,SH,5-Jul-12,24-Feb-14,3,,0.0,36.0,3.0,H,GP,1.1998799999999998,187
6365,SH_5July12_177,SH,5-Jul-12,24-Feb-14,3,,0.0,36.0,3.0,H,GP,1.1998799999999998,187
6366,SH_5July12_180,SH,5-Jul-12,24-Feb-14,3,,0.0,36.0,3.0,H,GP,1.1998799999999998,187
6367,SH_5July12_114,SH,5-Jul-12,19-Feb-14,3,,0.0,38.0,3.0,H,GP,1.26654,187
6368,SH_5July12_160,SH,5-Jul-12,24-Feb-14,3,,0.0,38.0,3.0,H,GP,1.26654,187
6369,SH_5July12_85,SH,5-Jul-12,19-Feb-14,3,,0.0,39.0,3.0,H,GP,1.29987,187
6370,SH_5July12_103,SH,5-Jul-12,19-Feb-14,3,,0.0,39.0,3.0,H,GP,1.29987,187
6371,SH_5July12_120,SH,5-Jul-12,19-Feb-14,3,,0.0,39.0,3.0,H,GP,1.29987,187
6372,SH_5July12_148,SH,5-Jul-12,24-Feb-14,3,,0.0,39.0,3.0,H,GP,1.29987,187
6373,SH_5July12_86,SH,5-Jul-12,19-Feb-14,3,,0.0,40.0,3.0,H,GP,1.3332,187
6374,SH_5July12_118,SH,5-Jul-12,19-Feb-14,3,,0.0,40.0,3.0,H,GP,1.3332,187
6375,SH_5July12_140,SH,5-Jul-12,19-Feb-14,3,,0.0,40.0,3.0,H,GP,1.3332,187
6376,SH_5July12_144,SH,5-Jul-12,24-Feb-14,3,,0.0,40.0,3.0,H,GP,1.3332,187
6377,SH_5July12_158,SH,5-Jul-12,24-Feb-14,3,,0.0,40.0,3.0,H,GP,1.3332,187
6378,SH_5July12_174,SH,5-Jul-12,24-Feb-14,3,,0.0,40.0,3.0,H,GP,1.3332,187
6379,SH_5July12_201,SH,5-Jul-12,24-Feb-14,3,,0.0,40.0,3.0,H,GP,1.3332,187
6380,SH_5July12_87,SH,5-Jul-12,19-Feb-14,3,,0.0,41.0,3.0,H,GP,1.36653,187
6381,SH_5July12_138,SH,5-Jul-12,19-Feb-14,3,,0.0,41.0,3.0,H,GP,1.36653,187
6382,SH_5July12_149,SH,5-Jul-12,24-Feb-14,3,,0.0,41.0,3.0,H,GP,1.36653,187
6383,SH_5July12_152,SH,5-Jul-12,24-Feb-14,3,,0.0,41.0,3.0,H,GP,1.36653,187
6384,SH_5July12_159,SH,5-Jul-12,24-Feb-14,3,,0.0,41.0,3.0,H,GP,1.36653,187
6385,SH_5July12_182,SH,5-Jul-12,24-Feb-14,3,,0.0,41.0,3.0,H,GP,1.36653,187
6386,SH_5July12_134,SH,5-Jul-12,19-Feb-14,3,,0.0,42.0,3.0,H,GP,1.39986,187
6387,SH_5July12_194,SH,5-Jul-12,24-Feb-14,3,,0.0,42.0,3.0,H,GP,1.39986,187
6388,SH_5July12_88,SH,5-Jul-12,19-Feb-14,3,,0.0,43.0,3.0,H,GP,1.43319,187
6389,SH_5July12_141,SH,5-Jul-12,24-Feb-14,3,,0.0,44.0,3.0,H,GP,1.46652,187
6390,SH_5July12_83,SH,5-Jul-12,19-Feb-14,3,,0.0,45.0,3.0,H,GP,1.49985,187
6391,SH_5July12_175,SH,5-Jul-12,24-Feb-14,3,,0.0,46.0,3.0,H,GP,1.53318,187
6392,SH_5July12_193,SH,5-Jul-12,24-Feb-14,3,,0.0,47.0,3.0,H,GP,1.56651,187
6393,SH_5July12_142,SH,5-Jul-12,24-Feb-14,3,,0.0,50.0,3.0,H,GP,1.6665,187
6394,SH_5July12_123,SH,5-Jul-12,19-Feb-14,3,,0.0,52.0,3.0,H,GP,1.7331599999999998,187
6395,SH_5July12_153,SH,5-Jul-12,24-Feb-14,3,,0.0,52.0,3.0,H,GP,1.7331599999999998,187
6396,SH_5July12_139,SH,5-Jul-12,19-Feb-14,3,,0.0,54.0,3.0,H,GP,1.79982,187
6397,SH_5July12_204,SH,5-Jul-12,24-Feb-14,4,,0.0,20.0,3.0,H,GP,0.6666,187
6398,SH_5July12_208,SH,5-Jul-12,24-Feb-14,4,,0.0,21.0,3.0,H,GP,0.69993,187
6399,SH_5July12_207,SH,5-Jul-12,24-Feb-14,4,,0.0,24.0,3.0,H,GP,0.79992,187
6400,SH_5July12_211,SH,5-Jul-12,24-Feb-14,4,,0.0,25.0,3.0,H,GP,0.83325,187
6401,SH_5July12_215,SH,5-Jul-12,24-Feb-14,4,,0.0,25.0,3.0,H,GP,0.83325,187
6402,SH_5July12_205,SH,5-Jul-12,24-Feb-14,4,,0.0,26.0,3.0,H,GP,0.8665799999999999,187
6403,SH_5July12_213,SH,5-Jul-12,24-Feb-14,4,,0.0,26.0,3.0,H,GP,0.8665799999999999,187
6404,SH_5July12_217,SH,5-Jul-12,24-Feb-14,4,,0.0,26.0,3.0,H,GP,0.8665799999999999,187
6405,SH_5July12_216,SH,5-Jul-12,24-Feb-14,4,,0.0,28.0,3.0,H,GP,0.93324,187
6406,SH_5July12_218,SH,5-Jul-12,24-Feb-14,4,,0.0,28.0,3.0,H,GP,0.93324,187
6407,SH_5July12_206,SH,5-Jul-12,24-Feb-14,4,,0.0,29.0,3.0,H,GP,0.96657,187
6408,SH_5July12_214,SH,5-Jul-12,24-Feb-14,4,,0.0,29.0,3.0,H,GP,0.96657,187
6409,SH_5July12_221,SH,5-Jul-12,24-Feb-14,4,,0.0,33.0,3.0,H,GP,1.09989,187
6410,SH_5July12_212,SH,5-Jul-12,24-Feb-14,4,,0.0,35.0,3.0,H,GP,1.16655,187
6411,SH_5July12_219,SH,5-Jul-12,24-Feb-14,4,,0.0,36.0,3.0,H,GP,1.1998799999999998,187
6412,SH_5July12_210,SH,5-Jul-12,24-Feb-14,4,,0.0,38.0,3.0,H,GP,1.26654,187
6413,SH_5July12_220,SH,5-Jul-12,24-Feb-14,4,,0.0,38.0,3.0,H,GP,1.26654,187
6414,SH_5July12_209,SH,5-Jul-12,24-Feb-14,4,,0.0,39.0,3.0,H,GP,1.29987,187
6415,SH_5July12_242,SH,5-Jul-12,24-Feb-14,5,,0.0,12.0,3.0,H,GP,0.39996,187
6416,SH_5July12_234,SH,5-Jul-12,24-Feb-14,5,,0.0,15.0,3.0,H,GP,0.49995,187
6417,SH_5July12_279,SH,5-Jul-12,25-Feb-14,5,,0.0,16.0,3.0,H,GP,0.53328,187
6418,SH_5July12_349,SH,5-Jul-12,25-Feb-14,5,,0.0,16.0,3.0,H,GP,0.53328,187
6419,SH_5July12_306,SH,5-Jul-12,25-Feb-14,5,,0.0,17.0,3.0,H,GP,0.5666100000000001,187
6420,SH_5July12_243,SH,5-Jul-12,24-Feb-14,5,,0.0,18.0,3.0,H,GP,0.5999399999999999,187
6421,SH_5July12_263,SH,5-Jul-12,25-Feb-14,5,,0.0,18.0,3.0,H,GP,0.5999399999999999,187
6422,SH_5July12_275,SH,5-Jul-12,25-Feb-14,5,,0.0,18.0,3.0,H,GP,0.5999399999999999,187
6423,SH_5July12_285,SH,5-Jul-12,25-Feb-14,5,,0.0,18.0,3.0,H,GP,0.5999399999999999,187
6424,SH_5July12_287,SH,5-Jul-12,25-Feb-14,5,,0.0,18.0,3.0,H,GP,0.5999399999999999,187
6425,SH_5July12_289,SH,5-Jul-12,25-Feb-14,5,,0.0,18.0,3.0,H,GP,0.5999399999999999,187
6426,SH_5July12_293,SH,5-Jul-12,25-Feb-14,5,,0.0,18.0,3.0,H,GP,0.5999399999999999,187
6427,SH_5July12_295,SH,5-Jul-12,25-Feb-14,5,,0.0,18.0,3.0,H,GP,0.5999399999999999,187
6428,SH_5July12_298,SH,5-Jul-12,25-Feb-14,5,,0.0,18.0,3.0,H,GP,0.5999399999999999,187
6429,SH_5July12_302,SH,5-Jul-12,25-Feb-14,5,,0.0,18.0,3.0,H,GP,0.5999399999999999,187
6430,SH_5July12_313,SH,5-Jul-12,25-Feb-14,5,,0.0,18.0,3.0,H,GP,0.5999399999999999,187
6431,SH_5July12_250,SH,5-Jul-12,24-Feb-14,5,,0.0,19.0,3.0,H,GP,0.63327,187
6432,SH_5July12_270,SH,5-Jul-12,25-Feb-14,5,,0.0,19.0,3.0,H,GP,0.63327,187
6433,SH_5July12_305,SH,5-Jul-12,25-Feb-14,5,,0.0,19.0,3.0,H,GP,0.63327,187
6434,SH_5July12_269,SH,5-Jul-12,25-Feb-14,5,,0.0,20.0,3.0,H,GP,0.6666,187
6435,SH_5July12_280,SH,5-Jul-12,25-Feb-14,5,,0.0,20.0,3.0,H,GP,0.6666,187
6436,SH_5July12_309,SH,5-Jul-12,25-Feb-14,5,,0.0,20.0,3.0,H,GP,0.6666,187
6437,SH_5July12_312,SH,5-Jul-12,25-Feb-14,5,,0.0,20.0,3.0,H,GP,0.6666,187
6438,SH_5July12_318,SH,5-Jul-12,25-Feb-14,5,,0.0,20.0,3.0,H,GP,0.6666,187
6439,SH_5July12_335,SH,5-Jul-12,25-Feb-14,5,,0.0,20.0,3.0,H,GP,0.6666,187
6440,SH_5July12_401,SH,5-Jul-12,3-Mar-14,5,,1.0,1.8,12.0,W,GP,0.675,187
6441,SH_5July12_231,SH,5-Jul-12,24-Feb-14,5,,1.0,21.0,3.0,H,GP,0.69993,187
6442,SH_5July12_311,SH,5-Jul-12,25-Feb-14,5,,0.0,21.0,3.0,H,GP,0.69993,187
6443,SH_5July12_370,SH,5-Jul-12,25-Feb-14,5,,0.0,1.9,12.0,W,GP,0.7125,187
6444,SH_5July12_380,SH,5-Jul-12,25-Feb-14,5,,0.0,1.9,12.0,W,GP,0.7125,187
6445,SH_5July12_382,SH,5-Jul-12,3-Mar-14,5,,0.0,1.9,12.0,W,GP,0.7125,187
6446,SH_5July12_384,SH,5-Jul-12,3-Mar-14,5,,0.0,1.9,12.0,W,GP,0.7125,187
6447,SH_5July12_224,SH,5-Jul-12,24-Feb-14,5,,0.0,22.0,3.0,H,GP,0.73326,187
6448,SH_5July12_236,SH,5-Jul-12,24-Feb-14,5,,0.0,22.0,3.0,H,GP,0.73326,187
6449,SH_5July12_239,SH,5-Jul-12,24-Feb-14,5,,0.0,22.0,3.0,H,GP,0.73326,187
6450,SH_5July12_245,SH,5-Jul-12,24-Feb-14,5,,0.0,22.0,3.0,H,GP,0.73326,187
6451,SH_5July12_272,SH,5-Jul-12,25-Feb-14,5,,0.0,22.0,3.0,H,GP,0.73326,187
6452,SH_5July12_300,SH,5-Jul-12,25-Feb-14,5,,0.0,22.0,3.0,H,GP,0.73326,187
6453,SH_5July12_308,SH,5-Jul-12,25-Feb-14,5,,0.0,22.0,3.0,H,GP,0.73326,187
6454,SH_5July12_324,SH,5-Jul-12,25-Feb-14,5,,0.0,22.0,3.0,H,GP,0.73326,187
6455,SH_5July12_383,SH,5-Jul-12,3-Mar-14,5,,0.0,2.0,12.0,W,GP,0.75,187
6456,SH_5July12_400,SH,5-Jul-12,3-Mar-14,5,,0.0,2.0,12.0,W,GP,0.75,187
6457,SH_5July12_248,SH,5-Jul-12,24-Feb-14,5,,0.0,23.0,3.0,H,GP,0.76659,187
